initiative_id,month,benefit_plan,benefit_actual,pnl_impact_type,confidence
INIT-023,2027-03,39375,,Opex reduction,High
INIT-023,2027-04,52500,,Opex reduction,High
INIT-023,2027-05,65625,,Opex reduction,High
INIT-023,2027-06,78750,,Opex reduction,High
INIT-023,2027-07,91875,,Opex reduction,High
INIT-023,2027-08,105000,,Opex reduction,High
INIT-023,2027-09,118125,,Opex reduction,High
INIT-023,2027-10,131250,,Opex reduction,High
INIT-023,2027-11,144375,,Opex reduction,High
INIT-023,2027-12,157500,,Opex reduction,High
INIT-024,2026-01,0,0,Cost avoided (non-cash),Low
INIT-024,2026-02,0,0,Cost avoided (non-cash),Low
INIT-024,2026-03,0,0,Cost avoided (non-cash),Low
INIT-024,2026-04,0,0,Cost avoided (non-cash),Low
INIT-024,2026-05,0,0,Cost avoided (non-cash),Low
INIT-024,2026-06,0,0,Cost avoided (non-cash),Low
INIT-024,2026-07,0,0,Cost avoided (non-cash),Low
INIT-024,2026-08,0,,Cost avoided (non-cash),Low
INIT-024,2026-09,0,,Cost avoided (non-cash),Low
INIT-024,2026-10,0,,Cost avoided (non-cash),Low
INIT-024,2026-11,0,,Cost avoided (non-cash),Low
INIT-024,2026-12,0,,Cost avoided (non-cash),Low
INIT-024,2027-01,0,,Cost avoided (non-cash),Low
INIT-024,2027-02,0,,Cost avoided (non-cash),Low
INIT-024,2027-03,0,,Cost avoided (non-cash),Low
INIT-024,2027-04,0,,Cost avoided (non-cash),Low
INIT-024,2027-05,0,,Cost avoided (non-cash),Low
INIT-024,2027-06,0,,Cost avoided (non-cash),Low
INIT-024,2027-07,0,,Cost avoided (non-cash),Low
INIT-024,2027-08,0,,Cost avoided (non-cash),Low
INIT-024,2027-09,0,,Cost avoided (non-cash),Low
INIT-024,2027-10,0,,Cost avoided (non-cash),Low
INIT-024,2027-11,0,,Cost avoided (non-cash),Low
INIT-024,2027-12,0,,Cost avoided (non-cash),Low
INIT-025,2026-01,0,0,Opex reduction,Low
INIT-025,2026-02,0,0,Opex reduction,Low
INIT-025,2026-03,0,0,Opex reduction,Low
INIT-025,2026-04,0,0,Opex reduction,Low
INIT-025,2026-05,0,0,Opex reduction,Low
INIT-025,2026-06,0,0,Opex reduction,Low
INIT-025,2026-07,0,0,Opex reduction,Low
INIT-025,2026-08,0,,Opex reduction,Low
INIT-025,2026-09,0,,Opex reduction,Low
INIT-025,2026-10,0,,Opex reduction,Low
INIT-025,2026-11,0,,Opex reduction,Low
INIT-025,2026-12,0,,Opex reduction,Low
INIT-025,2027-01,0,,Opex reduction,Low
INIT-025,2027-02,0,,Opex reduction,Low
INIT-025,2027-03,0,,Opex reduction,Low
INIT-025,2027-04,0,,Opex reduction,Low
INIT-025,2027-05,0,,Opex reduction,Low
INIT-025,2027-06,0,,Opex reduction,Low
INIT-025,2027-07,0,,Opex reduction,Low
INIT-025,2027-08,28611,,Opex reduction,Low
INIT-025,2027-09,57222,,Opex reduction,Low
INIT-025,2027-10,85833,,Opex reduction,Low
INIT-025,2027-11,114444,,Opex reduction,Low
INIT-025,2027-12,143056,,Opex reduction,Low
INIT-026,2026-01,0,0,Opex reduction,High
INIT-026,2026-02,0,0,Opex reduction,High
INIT-026,2026-03,0,0,Opex reduction,High
INIT-026,2026-04,0,0,Opex reduction,High
INIT-026,2026-05,0,0,Opex reduction,High
INIT-026,2026-06,0,0,Opex reduction,High
INIT-026,2026-07,0,0,Opex reduction,High
INIT-026,2026-08,0,,Opex reduction,High
INIT-026,2026-09,0,,Opex reduction,High
INIT-026,2026-10,0,,Opex reduction,High
INIT-026,2026-11,0,,Opex reduction,High
INIT-026,2026-12,0,,Opex reduction,High
INIT-026,2027-01,0,,Opex reduction,High
INIT-026,2027-02,0,,Opex reduction,High
INIT-026,2027-03,0,,Opex reduction,High
INIT-026,2027-04,16389,,Opex reduction,High
INIT-026,2027-05,32778,,Opex reduction,High
INIT-026,2027-06,49167,,Opex reduction,High
INIT-026,2027-07,65556,,Opex reduction,High
INIT-026,2027-08,81944,,Opex reduction,High
INIT-026,2027-09,98333,,Opex reduction,High
INIT-026,2027-10,114722,,Opex reduction,High
INIT-026,2027-11,131111,,Opex reduction,High
INIT-026,2027-12,147500,,Opex reduction,High
INIT-027,2026-01,0,0,Opex reduction,Med
INIT-027,2026-02,0,0,Opex reduction,Med
INIT-027,2026-03,0,0,Opex reduction,Med
INIT-027,2026-04,0,0,Opex reduction,Med
INIT-027,2026-05,0,0,Opex reduction,Med
INIT-027,2026-06,0,0,Opex reduction,Med
INIT-027,2026-07,0,0,Opex reduction,Med
INIT-027,2026-08,0,,Opex reduction,Med
INIT-027,2026-09,0,,Opex reduction,Med
INIT-027,2026-10,0,,Opex reduction,Med
INIT-027,2026-11,0,,Opex reduction,Med
INIT-027,2026-12,0,,Opex reduction,Med
INIT-027,2027-01,0,,Opex reduction,Med
INIT-027,2027-02,0,,Opex reduction,Med
INIT-027,2027-03,0,,Opex reduction,Med
INIT-027,2027-04,0,,Opex reduction,Med
INIT-027,2027-05,0,,Opex reduction,Med
INIT-027,2027-06,0,,Opex reduction,Med
INIT-027,2027-07,0,,Opex reduction,Med
INIT-027,2027-08,0,,Opex reduction,Med
INIT-027,2027-09,0,,Opex reduction,Med
INIT-027,2027-10,0,,Opex reduction,Med
INIT-027,2027-11,0,,Opex reduction,Med
INIT-027,2027-12,0,,Opex reduction,Med
INIT-028,2026-01,0,0,Opex reduction,High
INIT-028,2026-02,0,0,Opex reduction,High
INIT-028,2026-03,0,0,Opex reduction,High
INIT-028,2026-04,0,0,Opex reduction,High
INIT-028,2026-05,0,0,Opex reduction,High
INIT-028,2026-06,0,0,Opex reduction,High
INIT-028,2026-07,0,0,Opex reduction,High
INIT-028,2026-08,0,,Opex reduction,High
INIT-028,2026-09,0,,Opex reduction,High
INIT-028,2026-10,0,,Opex reduction,High
INIT-028,2026-11,0,,Opex reduction,High
INIT-028,2026-12,0,,Opex reduction,High
INIT-028,2027-01,0,,Opex reduction,High
INIT-028,2027-02,0,,Opex reduction,High
INIT-028,2027-03,0,,Opex reduction,High
INIT-028,2027-04,0,,Opex reduction,High
INIT-028,2027-05,0,,Opex reduction,High
INIT-028,2027-06,0,,Opex reduction,High
INIT-028,2027-07,0,,Opex reduction,High
INIT-028,2027-08,0,,Opex reduction,High
INIT-028,2027-09,0,,Opex reduction,High
INIT-028,2027-10,0,,Opex reduction,High
INIT-028,2027-11,0,,Opex reduction,High
INIT-028,2027-12,0,,Opex reduction,High
INIT-029,2026-01,0,0,Opex reduction,High
INIT-029,2026-02,0,0,Opex reduction,High
INIT-029,2026-03,0,0,Opex reduction,High
INIT-029,2026-04,0,0,Opex reduction,High
INIT-029,2026-05,0,0,Opex reduction,High
INIT-029,2026-06,0,0,Opex reduction,High
INIT-029,2026-07,0,0,Opex reduction,High
INIT-029,2026-08,0,,Opex reduction,High
INIT-029,2026-09,0,,Opex reduction,High
INIT-029,2026-10,0,,Opex reduction,High
INIT-029,2026-11,0,,Opex reduction,High
INIT-029,2026-12,0,,Opex reduction,High
INIT-029,2027-01,0,,Opex reduction,High
INIT-029,2027-02,0,,Opex reduction,High
INIT-029,2027-03,10278,,Opex reduction,High
INIT-029,2027-04,20556,,Opex reduction,High
INIT-029,2027-05,30833,,Opex reduction,High
INIT-029,2027-06,41111,,Opex reduction,High
INIT-029,2027-07,51389,,Opex reduction,High
INIT-029,2027-08,61667,,Opex reduction,High
INIT-029,2027-09,61667,,Opex reduction,High
INIT-029,2027-10,61667,,Opex reduction,High
INIT-029,2027-11,61667,,Opex reduction,High
INIT-029,2027-12,61667,,Opex reduction,High
INIT-030,2026-01,0,0,Opex reduction,Low
INIT-030,2026-02,0,0,Opex reduction,Low
INIT-030,2026-03,0,0,Opex reduction,Low
INIT-030,2026-04,0,0,Opex reduction,Low
INIT-030,2026-05,0,0,Opex reduction,Low
INIT-030,2026-06,0,0,Opex reduction,Low
INIT-030,2026-07,0,0,Opex reduction,Low
INIT-030,2026-08,0,,Opex reduction,Low
INIT-030,2026-09,0,,Opex reduction,Low
INIT-030,2026-10,0,,Opex reduction,Low
INIT-030,2026-11,0,,Opex reduction,Low
INIT-030,2026-12,0,,Opex reduction,Low
INIT-030,2027-01,0,,Opex reduction,Low
INIT-030,2027-02,0,,Opex reduction,Low
INIT-030,2027-03,0,,Opex reduction,Low
INIT-030,2027-04,0,,Opex reduction,Low
INIT-030,2027-05,0,,Opex reduction,Low
INIT-030,2027-06,0,,Opex reduction,Low
INIT-030,2027-07,0,,Opex reduction,Low
INIT-030,2027-08,0,,Opex reduction,Low
INIT-030,2027-09,0,,Opex reduction,Low
INIT-030,2027-10,0,,Opex reduction,Low
INIT-030,2027-11,0,,Opex reduction,Low
INIT-030,2027-12,0,,Opex reduction,Low
INIT-031,2026-01,0,0,Opex reduction,Med
INIT-031,2026-02,0,0,Opex reduction,Med
INIT-031,2026-03,0,0,Opex reduction,Med
INIT-031,2026-04,0,0,Opex reduction,Med
INIT-031,2026-05,0,0,Opex reduction,Med
INIT-031,2026-06,0,0,Opex reduction,Med
INIT-031,2026-07,0,0,Opex reduction,Med
INIT-031,2026-08,0,,Opex reduction,Med
INIT-031,2026-09,0,,Opex reduction,Med
INIT-031,2026-10,0,,Opex reduction,Med
INIT-031,2026-11,0,,Opex reduction,Med
INIT-031,2026-12,0,,Opex reduction,Med
INIT-031,2027-01,0,,Opex reduction,Med
INIT-031,2027-02,0,,Opex reduction,Med
INIT-031,2027-03,0,,Opex reduction,Med
INIT-031,2027-04,0,,Opex reduction,Med
INIT-031,2027-05,0,,Opex reduction,Med
INIT-031,2027-06,27500,,Opex reduction,Med
INIT-031,2027-07,55000,,Opex reduction,Med
INIT-031,2027-08,82500,,Opex reduction,Med
INIT-031,2027-09,82500,,Opex reduction,Med
INIT-031,2027-10,82500,,Opex reduction,Med
INIT-031,2027-11,82500,,Opex reduction,Med
INIT-031,2027-12,82500,,Opex reduction,Med
INIT-032,2026-01,0,0,Cost avoided (non-cash),Low
INIT-032,2026-02,0,0,Cost avoided (non-cash),Low
INIT-032,2026-03,0,0,Cost avoided (non-cash),Low
INIT-032,2026-04,0,0,Cost avoided (non-cash),Low
INIT-032,2026-05,0,0,Cost avoided (non-cash),Low
INIT-032,2026-06,0,0,Cost avoided (non-cash),Low
INIT-032,2026-07,0,0,Cost avoided (non-cash),Low
INIT-032,2026-08,0,,Cost avoided (non-cash),Low
INIT-032,2026-09,0,,Cost avoided (non-cash),Low
INIT-032,2026-10,0,,Cost avoided (non-cash),Low
INIT-032,2026-11,0,,Cost avoided (non-cash),Low
INIT-032,2026-12,0,,Cost avoided (non-cash),Low
INIT-032,2027-01,0,,Cost avoided (non-cash),Low
INIT-032,2027-02,0,,Cost avoided (non-cash),Low
INIT-032,2027-03,0,,Cost avoided (non-cash),Low
INIT-032,2027-04,0,,Cost avoided (non-cash),Low
INIT-032,2027-05,6111,,Cost avoided (non-cash),Low
INIT-032,2027-06,12222,,Cost avoided (non-cash),Low
INIT-032,2027-07,18333,,Cost avoided (non-cash),Low
INIT-032,2027-08,24444,,Cost avoided (non-cash),Low
INIT-032,2027-09,30556,,Cost avoided (non-cash),Low
INIT-032,2027-10,36667,,Cost avoided (non-cash),Low
INIT-032,2027-11,36667,,Cost avoided (non-cash),Low
INIT-032,2027-12,36667,,Cost avoided (non-cash),Low
INIT-033,2026-01,0,0,Enabling (attributed to downstream),Low
INIT-033,2026-02,0,0,Enabling (attributed to downstream),Low
INIT-033,2026-03,0,0,Enabling (attributed to downstream),Low
INIT-033,2026-04,0,0,Enabling (attributed to downstream),Low
INIT-033,2026-05,0,0,Enabling (attributed to downstream),Low
INIT-033,2026-06,0,0,Enabling (attributed to downstream),Low
INIT-033,2026-07,0,0,Enabling (attributed to downstream),Low
INIT-033,2026-08,0,,Enabling (attributed to downstream),Low
INIT-033,2026-09,0,,Enabling (attributed to downstream),Low
INIT-033,2026-10,0,,Enabling (attributed to downstream),Low
INIT-033,2026-11,0,,Enabling (attributed to downstream),Low
INIT-033,2026-12,0,,Enabling (attributed to downstream),Low
INIT-033,2027-01,0,,Enabling (attributed to downstream),Low
INIT-033,2027-02,0,,Enabling (attributed to downstream),Low
INIT-033,2027-03,0,,Enabling (attributed to downstream),Low
INIT-033,2027-04,0,,Enabling (attributed to downstream),Low
INIT-033,2027-05,0,,Enabling (attributed to downstream),Low
INIT-033,2027-06,0,,Enabling (attributed to downstream),Low
INIT-033,2027-07,0,,Enabling (attributed to downstream),Low
INIT-033,2027-08,0,,Enabling (attributed to downstream),Low
INIT-033,2027-09,0,,Enabling (attributed to downstream),Low
INIT-033,2027-10,0,,Enabling (attributed to downstream),Low
INIT-033,2027-11,0,,Enabling (attributed to downstream),Low
INIT-033,2027-12,0,,Enabling (attributed to downstream),Low
INIT-034,2026-01,0,0,Cost avoided (non-cash),Med
INIT-034,2026-02,0,0,Cost avoided (non-cash),Med
INIT-034,2026-03,0,0,Cost avoided (non-cash),Med
INIT-034,2026-04,0,0,Cost avoided (non-cash),Med
INIT-034,2026-05,0,0,Cost avoided (non-cash),Med
INIT-034,2026-06,0,0,Cost avoided (non-cash),Med
INIT-034,2026-07,0,0,Cost avoided (non-cash),Med
INIT-034,2026-08,0,,Cost avoided (non-cash),Med
INIT-034,2026-09,0,,Cost avoided (non-cash),Med
INIT-034,2026-10,0,,Cost avoided (non-cash),Med
INIT-034,2026-11,0,,Cost avoided (non-cash),Med
INIT-034,2026-12,0,,Cost avoided (non-cash),Med
INIT-034,2027-01,0,,Cost avoided (non-cash),Med
INIT-034,2027-02,0,,Cost avoided (non-cash),Med
INIT-034,2027-03,0,,Cost avoided (non-cash),Med
INIT-034,2027-04,0,,Cost avoided (non-cash),Med
INIT-034,2027-05,13472,,Cost avoided (non-cash),Med
INIT-034,2027-06,26944,,Cost avoided (non-cash),Med
INIT-034,2027-07,40417,,Cost avoided (non-cash),Med
INIT-034,2027-08,53889,,Cost avoided (non-cash),Med
INIT-034,2027-09,67361,,Cost avoided (non-cash),Med
INIT-034,2027-10,80833,,Cost avoided (non-cash),Med
INIT-034,2027-11,80833,,Cost avoided (non-cash),Med
INIT-034,2027-12,80833,,Cost avoided (non-cash),Med
INIT-035,2026-01,0,0,Opex reduction,Med
INIT-035,2026-02,0,0,Opex reduction,Med
INIT-035,2026-03,0,0,Opex reduction,Med
INIT-035,2026-04,0,0,Opex reduction,Med
INIT-035,2026-05,0,0,Opex reduction,Med
INIT-035,2026-06,0,0,Opex reduction,Med
INIT-035,2026-07,0,0,Opex reduction,Med
INIT-035,2026-08,0,,Opex reduction,Med
INIT-035,2026-09,0,,Opex reduction,Med
INIT-035,2026-10,0,,Opex reduction,Med
INIT-035,2026-11,9306,,Opex reduction,Med
INIT-035,2026-12,18611,,Opex reduction,Med
INIT-035,2027-01,27917,,Opex reduction,Med
INIT-035,2027-02,37222,,Opex reduction,Med
INIT-035,2027-03,46528,,Opex reduction,Med
INIT-035,2027-04,55833,,Opex reduction,Med
INIT-035,2027-05,55833,,Opex reduction,Med
INIT-035,2027-06,55833,,Opex reduction,Med
INIT-035,2027-07,55833,,Opex reduction,Med
INIT-035,2027-08,55833,,Opex reduction,Med
INIT-035,2027-09,55833,,Opex reduction,Med
INIT-035,2027-10,55833,,Opex reduction,Med
INIT-035,2027-11,55833,,Opex reduction,Med
INIT-035,2027-12,55833,,Opex reduction,Med
INIT-036,2026-01,0,0,Cost avoided (non-cash),Low
INIT-036,2026-02,0,0,Cost avoided (non-cash),Low
INIT-036,2026-03,0,0,Cost avoided (non-cash),Low
INIT-036,2026-04,0,0,Cost avoided (non-cash),Low
INIT-036,2026-05,0,0,Cost avoided (non-cash),Low
INIT-036,2026-06,0,0,Cost avoided (non-cash),Low
INIT-036,2026-07,0,0,Cost avoided (non-cash),Low
INIT-036,2026-08,0,,Cost avoided (non-cash),Low
INIT-036,2026-09,0,,Cost avoided (non-cash),Low
INIT-036,2026-10,0,,Cost avoided (non-cash),Low
INIT-036,2026-11,0,,Cost avoided (non-cash),Low
INIT-036,2026-12,0,,Cost avoided (non-cash),Low
INIT-036,2027-01,0,,Cost avoided (non-cash),Low
INIT-036,2027-02,0,,Cost avoided (non-cash),Low
INIT-036,2027-03,0,,Cost avoided (non-cash),Low
INIT-036,2027-04,0,,Cost avoided (non-cash),Low
INIT-036,2027-05,0,,Cost avoided (non-cash),Low
INIT-036,2027-06,0,,Cost avoided (non-cash),Low
INIT-036,2027-07,0,,Cost avoided (non-cash),Low
INIT-036,2027-08,0,,Cost avoided (non-cash),Low
INIT-036,2027-09,0,,Cost avoided (non-cash),Low
INIT-036,2027-10,0,,Cost avoided (non-cash),Low
INIT-036,2027-11,0,,Cost avoided (non-cash),Low
INIT-036,2027-12,0,,Cost avoided (non-cash),Low
INIT-037,2026-01,0,0,Enabling (attributed to downstream),Low
INIT-037,2026-02,0,0,Enabling (attributed to downstream),Low
INIT-037,2026-03,0,0,Enabling (attributed to downstream),Low
INIT-037,2026-04,0,0,Enabling (attributed to downstream),Low
INIT-037,2026-05,0,0,Enabling (attributed to downstream),Low
INIT-037,2026-06,0,0,Enabling (attributed to downstream),Low
INIT-037,2026-07,0,0,Enabling (attributed to downstream),Low
INIT-037,2026-08,0,,Enabling (attributed to downstream),Low
INIT-037,2026-09,0,,Enabling (attributed to downstream),Low
INIT-037,2026-10,0,,Enabling (attributed to downstream),Low
INIT-037,2026-11,0,,Enabling (attributed to downstream),Low
INIT-037,2026-12,0,,Enabling (attributed to downstream),Low
INIT-037,2027-01,0,,Enabling (attributed to downstream),Low
INIT-037,2027-02,0,,Enabling (attributed to downstream),Low
INIT-037,2027-03,0,,Enabling (attributed to downstream),Low
INIT-037,2027-04,0,,Enabling (attributed to downstream),Low
INIT-037,2027-05,0,,Enabling (attributed to downstream),Low
INIT-037,2027-06,0,,Enabling (attributed to downstream),Low
INIT-037,2027-07,556,,Enabling (attributed to downstream),Low
INIT-037,2027-08,1111,,Enabling (attributed to downstream),Low
INIT-037,2027-09,1667,,Enabling (attributed to downstream),Low
INIT-037,2027-10,2222,,Enabling (attributed to downstream),Low
INIT-037,2027-11,2778,,Enabling (attributed to downstream),Low
INIT-037,2027-12,3333,,Enabling (attributed to downstream),Low
INIT-038,2026-01,0,0,Opex reduction,High
INIT-038,2026-02,0,0,Opex reduction,High
INIT-038,2026-03,0,0,Opex reduction,High
INIT-038,2026-04,0,0,Opex reduction,High
INIT-038,2026-05,0,0,Opex reduction,High
INIT-038,2026-06,0,0,Opex reduction,High
INIT-038,2026-07,0,0,Opex reduction,High
INIT-038,2026-08,0,,Opex reduction,High
INIT-038,2026-09,0,,Opex reduction,High
INIT-038,2026-10,0,,Opex reduction,High
INIT-038,2026-11,0,,Opex reduction,High
INIT-038,2026-12,0,,Opex reduction,High
INIT-038,2027-01,0,,Opex reduction,High
INIT-038,2027-02,0,,Opex reduction,High
INIT-038,2027-03,0,,Opex reduction,High
INIT-038,2027-04,0,,Opex reduction,High
INIT-038,2027-05,0,,Opex reduction,High
INIT-038,2027-06,0,,Opex reduction,High
INIT-038,2027-07,19444,,Opex reduction,High
INIT-038,2027-08,38889,,Opex reduction,High
INIT-038,2027-09,58333,,Opex reduction,High
INIT-038,2027-10,58333,,Opex reduction,High
INIT-038,2027-11,58333,,Opex reduction,High
INIT-038,2027-12,58333,,Opex reduction,High
INIT-039,2026-01,0,0,Opex reduction,Low
INIT-039,2026-02,0,0,Opex reduction,Low
INIT-039,2026-03,0,0,Opex reduction,Low
INIT-039,2026-04,0,0,Opex reduction,Low
INIT-039,2026-05,0,0,Opex reduction,Low
INIT-039,2026-06,0,0,Opex reduction,Low
INIT-039,2026-07,0,0,Opex reduction,Low
INIT-039,2026-08,0,,Opex reduction,Low
INIT-039,2026-09,0,,Opex reduction,Low
INIT-039,2026-10,0,,Opex reduction,Low
INIT-039,2026-11,0,,Opex reduction,Low
INIT-039,2026-12,0,,Opex reduction,Low
INIT-039,2027-01,0,,Opex reduction,Low
INIT-039,2027-02,0,,Opex reduction,Low
INIT-039,2027-03,0,,Opex reduction,Low
INIT-039,2027-04,0,,Opex reduction,Low
INIT-039,2027-05,0,,Opex reduction,Low
INIT-039,2027-06,0,,Opex reduction,Low
INIT-039,2027-07,0,,Opex reduction,Low
INIT-039,2027-08,0,,Opex reduction,Low
INIT-039,2027-09,0,,Opex reduction,Low
INIT-039,2027-10,0,,Opex reduction,Low
INIT-039,2027-11,0,,Opex reduction,Low
INIT-039,2027-12,0,,Opex reduction,Low
INIT-040,2026-01,0,0,Opex reduction,Med
INIT-040,2026-02,0,0,Opex reduction,Med
INIT-040,2026-03,0,0,Opex reduction,Med
INIT-040,2026-04,0,0,Opex reduction,Med
INIT-040,2026-05,0,0,Opex reduction,Med
INIT-040,2026-06,0,0,Opex reduction,Med
INIT-040,2026-07,0,0,Opex reduction,Med
INIT-040,2026-08,0,,Opex reduction,Med
INIT-040,2026-09,0,,Opex reduction,Med
INIT-040,2026-10,0,,Opex reduction,Med
INIT-040,2026-11,0,,Opex reduction,Med
INIT-040,2026-12,0,,Opex reduction,Med
INIT-040,2027-01,0,,Opex reduction,Med
INIT-040,2027-02,0,,Opex reduction,Med
INIT-040,2027-03,0,,Opex reduction,Med
INIT-040,2027-04,0,,Opex reduction,Med
INIT-040,2027-05,0,,Opex reduction,Med
INIT-040,2027-06,9375,,Opex reduction,Med
INIT-040,2027-07,18750,,Opex reduction,Med
INIT-040,2027-08,28125,,Opex reduction,Med
INIT-040,2027-09,37500,,Opex reduction,Med
INIT-040,2027-10,46875,,Opex reduction,Med
INIT-040,2027-11,56250,,Opex reduction,Med
INIT-040,2027-12,65625,,Opex reduction,Med
INIT-041,2026-01,0,0,Opex reduction,High
INIT-041,2026-02,0,0,Opex reduction,High
INIT-041,2026-03,0,0,Opex reduction,High
INIT-041,2026-04,0,0,Opex reduction,High
INIT-041,2026-05,0,0,Opex reduction,High
INIT-041,2026-06,0,0,Opex reduction,High
INIT-041,2026-07,0,0,Opex reduction,High
INIT-041,2026-08,0,,Opex reduction,High
INIT-041,2026-09,0,,Opex reduction,High
INIT-041,2026-10,0,,Opex reduction,High
INIT-041,2026-11,0,,Opex reduction,High
INIT-041,2026-12,0,,Opex reduction,High
INIT-041,2027-01,0,,Opex reduction,High
INIT-041,2027-02,0,,Opex reduction,High
INIT-041,2027-03,0,,Opex reduction,High
INIT-041,2027-04,0,,Opex reduction,High
INIT-041,2027-05,0,,Opex reduction,High
INIT-041,2027-06,0,,Opex reduction,High
INIT-041,2027-07,0,,Opex reduction,High
INIT-041,2027-08,0,,Opex reduction,High
INIT-041,2027-09,0,,Opex reduction,High
INIT-041,2027-10,0,,Opex reduction,High
INIT-041,2027-11,0,,Opex reduction,High
INIT-041,2027-12,0,,Opex reduction,High
INIT-042,2026-01,0,0,Gross margin,Med
INIT-042,2026-02,0,0,Gross margin,Med
INIT-042,2026-03,0,0,Gross margin,Med
INIT-042,2026-04,0,0,Gross margin,Med
INIT-042,2026-05,0,0,Gross margin,Med
INIT-042,2026-06,0,0,Gross margin,Med
INIT-042,2026-07,0,0,Gross margin,Med
INIT-042,2026-08,0,,Gross margin,Med
INIT-042,2026-09,0,,Gross margin,Med
INIT-042,2026-10,0,,Gross margin,Med
INIT-042,2026-11,0,,Gross margin,Med
INIT-042,2026-12,0,,Gross margin,Med
INIT-042,2027-01,0,,Gross margin,Med
INIT-042,2027-02,0,,Gross margin,Med
INIT-042,2027-03,0,,Gross margin,Med
INIT-042,2027-04,15208,,Gross margin,Med
INIT-042,2027-05,30417,,Gross margin,Med
INIT-042,2027-06,45625,,Gross margin,Med
INIT-042,2027-07,60833,,Gross margin,Med
INIT-042,2027-08,60833,,Gross margin,Med
INIT-042,2027-09,60833,,Gross margin,Med
INIT-042,2027-10,60833,,Gross margin,Med
INIT-042,2027-11,60833,,Gross margin,Med
INIT-042,2027-12,60833,,Gross margin,Med
INIT-043,2026-01,0,0,Gross margin,Med
INIT-043,2026-02,0,0,Gross margin,Med
INIT-043,2026-03,0,0,Gross margin,Med
INIT-043,2026-04,0,0,Gross margin,Med
INIT-043,2026-05,0,0,Gross margin,Med
INIT-043,2026-06,0,0,Gross margin,Med
INIT-043,2026-07,0,0,Gross margin,Med
INIT-043,2026-08,0,,Gross margin,Med
INIT-043,2026-09,0,,Gross margin,Med
INIT-043,2026-10,0,,Gross margin,Med
INIT-043,2026-11,0,,Gross margin,Med
INIT-043,2026-12,0,,Gross margin,Med
INIT-043,2027-01,0,,Gross margin,Med
INIT-043,2027-02,0,,Gross margin,Med
INIT-043,2027-03,0,,Gross margin,Med
INIT-043,2027-04,0,,Gross margin,Med
INIT-043,2027-05,0,,Gross margin,Med
INIT-043,2027-06,0,,Gross margin,Med
INIT-043,2027-07,0,,Gross margin,Med
INIT-043,2027-08,0,,Gross margin,Med
INIT-043,2027-09,0,,Gross margin,Med
INIT-043,2027-10,12315,,Gross margin,Med
INIT-043,2027-11,24630,,Gross margin,Med
INIT-043,2027-12,36944,,Gross margin,Med
INIT-044,2026-01,0,0,Gross margin,Med
INIT-044,2026-02,0,0,Gross margin,Med
INIT-044,2026-03,0,0,Gross margin,Med
INIT-044,2026-04,0,0,Gross margin,Med
INIT-044,2026-05,0,0,Gross margin,Med
INIT-044,2026-06,0,0,Gross margin,Med
INIT-044,2026-07,0,0,Gross margin,Med
INIT-044,2026-08,0,,Gross margin,Med
INIT-044,2026-09,0,,Gross margin,Med
INIT-044,2026-10,0,,Gross margin,Med
INIT-044,2026-11,0,,Gross margin,Med
INIT-044,2026-12,0,,Gross margin,Med
INIT-044,2027-01,0,,Gross margin,Med
INIT-044,2027-02,0,,Gross margin,Med
INIT-044,2027-03,0,,Gross margin,Med
INIT-044,2027-04,0,,Gross margin,Med
INIT-044,2027-05,0,,Gross margin,Med
INIT-044,2027-06,0,,Gross margin,Med
INIT-044,2027-07,0,,Gross margin,Med
INIT-044,2027-08,0,,Gross margin,Med
INIT-044,2027-09,0,,Gross margin,Med
INIT-044,2027-10,0,,Gross margin,Med
INIT-044,2027-11,13194,,Gross margin,Med
INIT-044,2027-12,26389,,Gross margin,Med
INIT-045,2026-01,0,0,Gross margin,Med
INIT-045,2026-02,0,0,Gross margin,Med
INIT-045,2026-03,0,0,Gross margin,Med
INIT-045,2026-04,0,0,Gross margin,Med
INIT-045,2026-05,0,0,Gross margin,Med
INIT-045,2026-06,0,0,Gross margin,Med
INIT-045,2026-07,0,0,Gross margin,Med
INIT-045,2026-08,0,,Gross margin,Med
INIT-045,2026-09,0,,Gross margin,Med
INIT-045,2026-10,0,,Gross margin,Med
INIT-045,2026-11,0,,Gross margin,Med
INIT-045,2026-12,0,,Gross margin,Med
INIT-045,2027-01,0,,Gross margin,Med
INIT-045,2027-02,0,,Gross margin,Med
INIT-045,2027-03,0,,Gross margin,Med
INIT-045,2027-04,0,,Gross margin,Med
INIT-045,2027-05,0,,Gross margin,Med
INIT-045,2027-06,0,,Gross margin,Med
INIT-045,2027-07,0,,Gross margin,Med
INIT-045,2027-08,0,,Gross margin,Med
INIT-045,2027-09,0,,Gross margin,Med
INIT-045,2027-10,0,,Gross margin,Med
INIT-045,2027-11,0,,Gross margin,Med
INIT-045,2027-12,0,,Gross margin,Med
INIT-046,2026-01,0,0,Gross margin,Low
INIT-046,2026-02,0,0,Gross margin,Low
INIT-046,2026-03,0,0,Gross margin,Low
INIT-046,2026-04,0,0,Gross margin,Low
INIT-046,2026-05,0,0,Gross margin,Low
INIT-046,2026-06,0,0,Gross margin,Low
INIT-046,2026-07,0,0,Gross margin,Low
INIT-046,2026-08,0,,Gross margin,Low
INIT-046,2026-09,0,,Gross margin,Low
INIT-046,2026-10,0,,Gross margin,Low
